'INSERT INTO `dd_results` (`RaceDate`, `Start`, `Place`, `id`, `Boat`) VALUES
'2004-09-07', 4, 1, 491, 'Sonar #2687'
'2004-09-07', 4, 2, 556, '505 #8446'
'2004-09-07', 4, 3, 488, 'Sonar # # 2266'
'2004-10-23', 1, 1, 73, 'Breeze'
'2004-10-23', 1, 2, 154, 'Epic/Here and Now/Mystique'
'2004-10-23', 1, 3, 7, 'Aprisa/Calculated Risk/Thin Air/14 Boats This Star'
'2004-10-23', 2, 1, 220, 'Green Card'
'2004-10-23', 2, 2, 390, 'Perfectly Strange'
'2004-10-23', 2, 3, 558, 'US #28044'
'2004-10-23', 3, 1, 340, 'Melody'
'2004-10-23', 3, 2, 517, 'Tack\'n\'Jibe'
'2004-10-23', 3, 3, 133, 'Discovery'
'2004-10-23', 4, 1, 348, 'N/A'
'2004-10-23', 4, 2, 348, 'N/A'
'2004-10-23', 4, 3, 348, 'N/A'
'2005-05-17', 1, 1, 452, 'Sydney Anne'
'2005-05-17', 1, 2, 585, 'What a Tripp!'
'2005-05-17', 1, 3, 452, 'Shoot the Moon'
'2005-05-17', 2, 1, 694, 'Full Moon'
'2005-05-17', 2, 2, 150, 'Dreams'
'2005-05-17', 2, 3, 507, 'TBird #60'
'2005-05-17', 3, 1, 551, 'Tern'
'2005-05-17', 3, 2, 599, 'Winkie'
'2005-05-17', 3, 3, 358, 'Native Sun'
'2005-05-17', 4, 1, 297, 'Laser #118'
'2005-05-17', 4, 2, 297, 'Laser #3730'
'2005-05-17', 4, 3, 562, 'Uncas'
'2005-05-24', 1, 1, 459, 'Storyville'
'2005-05-24', 1, 2, 452, 'Sydney Anne'
'2005-05-24', 1, 3, 599, 'Wings'
'2005-05-24', 2, 1, 693, 'Scat'
'2005-05-24', 2, 2, 150, 'Dreams'
'2005-05-24', 2, 3, 285, 'Katrinka Finkelspat'
'2005-05-24', 3, 1, 551, 'Tern'
'2005-05-24', 3, 2, 536, 'Temptress'
'2005-05-24', 3, 3, 599, 'Winkie'
'2005-05-24', 4, 1, 678, '505 # 8446'
'2005-05-24', 4, 2, 105, '470 # CAN 520'
'2005-05-24', 4, 3, 105, '505 # CAN 6289'
'2005-05-31', 1, 1, 516, 'Tikanga'
'2005-05-31', 1, 2, 452, 'Shoot the Moon'
'2005-05-31', 1, 3, 162, 'Elwood'
'2005-05-31', 2, 1, 693, 'Scat'
'2005-05-31', 2, 2, 427, 'Runner'
'2005-05-31', 2, 3, 694, 'Full Moon'
'2005-05-31', 3, 1, 22, 'Almond Joy'
'2005-05-31', 3, 2, 334, 'Mata Hari'
'2005-05-31', 3, 3, 947, 'Tuesday'
'2005-05-31', 4, 1, 562, 'Uncas'
'2005-05-31', 4, 2, 298, 'Laser #1039'
'2005-05-31', 4, 3, 298, 'Laser #3738'
'2005-06-07', 1, 1, 452, 'Sydney Anne'
'2005-06-07', 1, 2, 516, 'Tikanga'
'2005-06-07', 1, 3, 452, 'Shoot the Moon'
'2005-06-07', 2, 1, 693, 'Scat'
'2005-06-07', 2, 2, 285, 'Katrinka Finkelspat'
'2005-06-07', 2, 3, 150, 'Dreams'
'2005-06-07', 3, 1, 294, 'La Supita'
'2005-06-07', 3, 2, 22, 'Almond Joy'
'2005-06-07', 3, 3, 243, 'Humerous'
'2005-06-07', 4, 1, 107, 'Cinc-O-Sink'
'2005-06-07', 4, 2, 327, 'Mad Science'
'2005-06-07', 4, 3, 365, 'O Barquinho'
'2005-06-14', 1, 1, 229, 'Hasl Free'
'2005-06-14', 1, 2, 516, 'Tikanga'
'2005-06-14', 1, 3, 81, 'Barrel of Monkeys'
'2005-06-14', 2, 1, 150, 'Dreams'
'2005-06-14', 2, 2, 285, 'Katrinka Finkelspat'
'2005-06-14', 2, 3, 693, 'Scat'
'2005-06-14', 3, 1, 12, 'Asylum'
'2005-06-14', 3, 2, 243, 'Humerous'
'2005-06-14', 3, 3, 218, 'Go Girl'
'2005-06-14', 4, 1, 297, 'Laser #18917'
'2005-06-14', 4, 2, 297, 'Laser #3730'
'2005-06-14', 4, 3, 528, 'Taser CAN #50'
'2005-06-21', 1, 1, 494, 'Shrek'
'2005-06-21', 1, 2, 229, 'Hasl Free'
'2005-06-21', 1, 3, 516, 'Tikanga'
'2005-06-21', 2, 1, 285, 'Katrinka Finkelspat'
'2005-06-21', 2, 2, 100, 'California Girl'
'2005-06-21', 2, 3, 693, 'Scat'
'2005-06-21', 3, 1, 12, 'Asylum'
'2005-06-21', 3, 2, 324, 'Mistral'
'2005-06-21', 3, 3, 243, 'Humerous'
'2005-06-21', 4, 1, 348, 'N/A'
'2005-06-21', 4, 2, 348, 'N/A'
'2005-06-21', 4, 3, 348, 'N/A'
'2005-06-28', 1, 1, 494, 'Shrek'
'2005-06-28', 1, 2, 477, 'Sachem'
'2005-06-28', 1, 3, 516, 'Tikanga'
'2005-06-28', 2, 1, 693, 'Scat'
'2005-06-28', 2, 2, 285, 'Katrinka Finkelspat'
'2005-06-28', 2, 3, 150, 'Dreams'
'2005-06-28', 3, 1, 12, 'Asylum'
'2005-06-28', 3, 2, 424, 'Ranger 22'
'2005-06-28', 3, 3, 535, 'Tamhaha'
'2005-06-28', 4, 1, 382, 'Pteranodon'
'2005-06-28', 4, 2, 556, '505 #7096'
'2005-06-28', 4, 3, 107, 'Cinc-O-Sink'
'2005-07-05', 1, 1, 494, 'Shrek'
'2005-07-05', 1, 2, 544, 'Tantivy'
'2005-07-05', 1, 3, 140, 'Dangerous When Wet'
'2005-07-05', 2, 1, 285, 'Katrinka Finkelspat'
'2005-07-05', 2, 2, 150, 'Dreams'
'2005-07-05', 2, 3, 271, 'J Esalt'
'2005-07-05', 3, 1, 12, 'Asylum'
'2005-07-05', 3, 2, 58, 'Black Majic'
'2005-07-05', 3, 3, 520, 'Taj Ma Hull'
'2005-07-05', 4, 1, 279, '505 #6289'
'2005-07-05', 4, 2, 522, 'Tasar #801'
'2005-07-05', 4, 3, 662, '17'
'2005-07-20', 1, 1, 170, 'F33 # 79036'
'2005-07-20', 1, 2, 459, 'Storyville'
'2005-07-20', 1, 3, 452, 'Shoot the Moon'
'2005-07-20', 2, 1, 282, 'Katrinka Finkelspat'
'2005-07-20', 2, 2, 272, 'J Esalt'
'2005-07-20', 2, 3, 18, 'All for a Girl'
'2005-07-20', 3, 1, 428, 'SJ21 #40'
'2005-07-20', 3, 2, 12, 'Asylum'
'2005-07-20', 3, 3, 13, 'Aakema'
'2005-07-20', 4, 1, 676, '505 # 7096'
'2005-07-20', 4, 2, 562, 'Uncas'
'2005-07-20', 4, 3, 627, 'Z\'Enpar'
'2005-07-26', 1, 1, 494, 'Shrek'
'2005-07-26', 1, 2, 140, 'Dangerous When Wet'
'2005-07-26', 1, 3, 9, 'A Cat # 206'
'2005-07-26', 2, 1, 360, 'Norn'
'2005-07-26', 2, 2, 270, 'Jetzy'
'2005-07-26', 2, 3, 504, 'N/A'
'2005-07-26', 3, 1, 947, 'Tuesday'
'2005-07-26', 3, 2, 12, 'Asylum'
'2005-07-26', 3, 3, 83, 'C&C 59893'
'2005-07-26', 4, 1, 522, 'Tasar #2279'
'2005-07-26', 4, 2, 297, 'Laser #150132'
'2005-07-26', 4, 3, 365, 'O Barquinho'
'2005-08-02', 1, 1, 494, 'Shrek'
'2005-08-02', 1, 2, 210, 'Gaucho'
'2005-08-02', 1, 3, 516, 'Tikanga'
'2005-08-02', 2, 1, 150, 'Dreams'
'2005-08-02', 2, 2, 427, 'Runner'
'2005-08-02', 2, 3, 693, 'Scat'
'2005-08-02', 3, 1, 564, 'V-1'
'2005-08-02', 3, 2, 12, 'Asylum'
'2005-08-02', 3, 3, 58, 'Black Majic'
'2005-08-02', 4, 1, 556, 'US #8446'
'2005-08-02', 4, 2, 556, 'US #7609'
'2005-08-02', 4, 3, 556, 'US #2376'
'2005-08-09', 1, 1, 544, 'Tantivy'
'2005-08-09', 1, 2, 599, 'Wings'
'2005-08-09', 1, 3, 319, 'Mystic'
'2005-08-09', 2, 1, 462, 'Straight Shot'
'2005-08-09', 2, 2, 495, 'Skye Rocket'
'2005-08-09', 2, 3, 217, 'Great Expectations'
'2005-08-09', 3, 1, 266, 'J24 #5543'
'2005-08-09', 3, 2, 36, 'B 22'
'2005-08-09', 3, 3, 483, 'San Juan 21 #584'
'2005-08-09', 4, 1, 365, 'O Barquinho'
'2005-08-09', 4, 2, 675, '505 # 18917'
'2005-08-09', 4, 3, 363, 'Overboard'
'2005-08-16', 1, 1, 338, 'Melges 24 #401'
'2005-08-16', 1, 2, 140, 'Dangerous When Wet'
'2005-08-16', 1, 3, 544, 'Tantivy'
'2005-08-16', 2, 1, 150, 'Dreams'
'2005-08-16', 2, 2, 285, 'Katrinka Finkelspat'
'2005-08-16', 2, 3, 693, 'Scat'
'2005-08-16', 3, 1, 58, 'Black Magic'
'2005-08-16', 3, 2, 164, 'Eleanora'
'2005-08-16', 3, 3, 365, 'O Barquinho'
'2005-08-16', 4, 1, 344, 'Mr. Wiggly'
'2005-08-16', 4, 2, 677, '505 # 7609'
'2005-08-16', 4, 3, 348, 'N/A'
'2005-08-23', 1, 1, 544, 'Tantivy'
'2005-08-23', 1, 2, 338, 'Melges 24 #401'
'2005-08-23', 1, 3, 516, 'Tikanga'
'2005-08-23', 2, 1, 266, 'J27 #6978'
'2005-08-23', 2, 2, 150, 'Dreams'
'2005-08-23', 2, 3, 285, 'Katrinka Finkelspat'
'2005-08-23', 3, 1, 12, 'Asylum'
'2005-08-23', 3, 2, 36, 'B - 22'
'2005-08-23', 3, 3, 947, 'Tuesday'
'2005-08-23', 4, 1, 676, '505 # 7096'
'2005-08-23', 4, 2, 677, '505 # 7609'
'2005-08-23', 4, 3, 365, 'O Barquinho'
'2005-08-30', 1, 1, 452, 'Sydney Anne'
'2005-08-30', 1, 2, 162, 'Elwood'
'2005-08-30', 1, 3, 544, 'Tantivy'
'2005-08-30', 2, 1, 693, 'Scat'
'2005-08-30', 2, 2, 285, 'Katrinka Finkelspat'
'2005-08-30', 2, 3, 217, 'Great Expectations'
'2005-08-30', 3, 1, 12, 'Asylum'
'2005-08-30', 3, 2, 97, 'Colibri'
'2005-08-30', 3, 3, 94, 'C-Stray'
'2005-08-30', 4, 1, 512, 'Thistle'
'2005-08-30', 4, 2, 377, 'Pete\'s Boat'
'2005-08-30', 4, 3, 365, 'O Barquinho'
'2005-09-06', 1, 1, 585, 'What a Tripp!'
'2005-09-06', 1, 2, 452, 'Sydney Anne'
'2005-09-06', 1, 3, 315, 'Mekeka'
'2005-09-06', 2, 1, 156, 'E Scow #707'
'2005-09-06', 2, 2, 693, 'Scat'
'2005-09-06', 2, 3, 285, 'Katrinka Finkelspat'
'2005-09-06', 3, 1, 947, 'Tuesday'
'2005-09-06', 3, 2, 12, 'Asylum'
'2005-09-06', 3, 3, 58, 'Black Majic'
'2005-09-06', 4, 1, 365, 'O Barquinho'
'2005-09-06', 4, 2, 562, 'Uncas'
'2005-09-06', 4, 3, 297, 'Laser #131377'
'2005-10-22', 1, 1, 126, 'Div.1 BraveheartDiv.2 Voca Loca'
'2005-10-22', 1, 2, 49, 'Blue Fin'
'2005-10-22', 1, 3, 196, 'First Edition'
'2005-10-22', 2, 1, 35, 'Airloom'
'2005-10-22', 2, 2, 128, 'Duke'
'2005-10-22', 2, 3, 70, 'Breeze'
'2005-10-22', 3, 1, 400, 'Quinnessence'
'2005-10-22', 3, 2, 437, 'Spellbound'
'2005-10-22', 3, 3, 556, 'US #51697'
'2005-10-22', 4, 1, 348, 'N/A'
'2005-10-22', 4, 2, 348, 'N/A'
'2005-10-22', 4, 3, 348, 'N/A'
'2006-05-16', 1, 1, 345, 'Minor Threat'
'2006-05-16', 1, 2, 516, 'Tikanga'
'2006-05-16', 1, 3, 362, 'Obsession'
'2006-05-16', 2, 1, 693, 'Scat'
'2006-05-16', 2, 2, 68, 'Barbaree'
'2006-05-16', 2, 3, 427, 'Runner'
'2006-05-16', 3, 1, 358, 'Native Sun'
'2006-05-16', 3, 2, 12, 'Asylum'
'2006-05-16', 3, 3, 164, 'Eleanora'
'2006-05-16', 4, 1, 556, '505 #8446'
'2006-05-16', 4, 2, 52, 'Blue Pearl'
'2006-05-16', 4, 3, 365, 'O Barquinho'
'2006-05-16', 5, 1, 348, 'N/A'
'2006-05-16', 5, 2, 348, 'N/A'
'2006-05-16', 5, 3, 348, 'N/A'
'2006-05-23', 1, 1, 544, 'Tantivy'
'2006-05-23', 1, 2, 516, 'Tikanga'
'2006-05-23', 1, 3, 162, 'Elwood'
'2006-05-23', 2, 1, 286, 'Katrinka Finklesplat'
'2006-05-23', 2, 2, 150, 'Dreams'
'2006-05-23', 2, 3, 693, 'Scat'
'2006-05-23', 3, 1, 12, 'Asylum'
'2006-05-23', 3, 2, 599, 'Winkie'
'2006-05-23', 3, 3, 947, 'Tuesday'
'2006-05-23', 4, 1, 52, 'Blue Pearl'
'2006-05-23', 4, 2, 365, 'O Barquinho'
'2006-05-23', 4, 3, 107, 'Cinc-O-Sink'
'2006-05-23', 5, 1, 348, 'N/A'
'2006-05-23', 5, 2, 348, 'N/A'
'2006-05-23', 5, 3, 348, 'N/A'
'2006-05-30', 1, 1, 124, 'Double Tall'
'2006-05-30', 1, 2, 140, 'Dangerous When Wet 3'
'2006-05-30', 1, 3, 516, 'Tikanga'
'2006-05-30', 2, 1, 68, 'Barbaree'
'2006-05-30', 2, 2, 34, 'Arthur'
'2006-05-30', 2, 3, 693, 'Scat'
'2006-05-30', 3, 1, 12, 'Asylum'
'2006-05-30', 3, 2, 164, 'Eleanora'
'2006-05-30', 3, 3, 504, 'N/A'
'2006-05-30', 4, 1, 234, 'Hydrotherapy'
'2006-05-30', 4, 2, 107, 'Cinc-O-Sink'
'2006-05-30', 4, 3, 365, 'O Barquinho'
'2006-05-30', 5, 1, 348, 'N/A'
'2006-05-30', 5, 2, 348, 'N/A'
'2006-05-30', 5, 3, 348, 'N/A'
'2006-06-06', 1, 1, 452, 'Sydney Anna'
'2006-06-06', 1, 2, 544, 'Tantivy'
'2006-06-06', 1, 3, 338, 'Melges 24 #401'
'2006-06-06', 2, 1, 507, 'TBird #974'
'2006-06-06', 2, 2, 360, 'Norn'
'2006-06-06', 2, 3, 68, 'Barbaree'
'2006-06-06', 3, 1, 12, 'Asylum'
'2006-06-06', 3, 2, 233, 'Hitched'
'2006-06-06', 3, 3, 164, 'Eleanora'
'2006-06-06', 4, 1, 107, 'Cinc-O-Sink'
'2006-06-06', 4, 2, 297, 'Laser #162239'
'2006-06-06', 4, 3, 52, 'Blue Pearl'
'2006-06-06', 5, 1, 348, 'N/A'
'2006-06-06', 5, 2, 348, 'N/A'
'2006-06-06', 5, 3, 348, 'N/A'
'2006-06-13', 1, 1, 345, 'Minor Threat'
'2006-06-13', 1, 2, 544, 'Tantivy'
'2006-06-13', 1, 3, 516, 'Tikanga'
'2006-06-13', 2, 1, 156, 'E Scow #707'
'2006-06-13', 2, 2, 135, 'Distancer'
'2006-06-13', 2, 3, 568, 'Valkarie'
'2006-06-13', 3, 1, 233, 'Hitched'
'2006-06-13', 3, 2, 947, 'Tuesday'
'2006-06-13', 3, 3, 358, 'Native Sun'
'2006-06-13', 4, 1, 107, 'Cinc-O-Sink'
'2006-06-13', 4, 2, 297, 'Laser #162239'
'2006-06-13', 4, 3, 443, 'Supertramp'
'2006-06-13', 5, 1, 348, 'N/A'
'2006-06-13', 5, 2, 348, 'N/A'
'2006-06-13', 5, 3, 348, 'N/A'
'2006-06-20', 1, 1, 452, 'Sydney Anna'
'2006-06-20', 1, 2, 544, 'Tantivy'
'2006-06-20', 1, 3, 162, 'Elwood'
'2006-06-20', 2, 1, 156, 'E Scow #707'
'2006-06-20', 2, 2, 286, 'Katrinka Finkelspat'
'2006-06-20', 2, 3, 201, 'Fortis'
'2006-06-20', 3, 1, 233, 'Hitched'
'2006-06-20', 3, 2, 12, 'Asylum'
'2006-06-20', 3, 3, 22, 'Almund Joy'
'2006-06-20', 4, 1, 297, 'Laser #162239'
'2006-06-20', 4, 2, 105, '505 #Can 520'
'2006-06-20', 4, 3, 52, 'Blue Pearl'
'2006-06-20', 5, 1, 348, 'N/A'
'2006-06-20', 5, 2, 348, 'N/A'
'2006-06-20', 5, 3, 348, 'N/A'
'2006-06-27', 1, 1, 543, 'Tantivy'
'2006-06-27', 1, 2, 452, 'Sydney Anna'
'2006-06-27', 1, 3, 463, 'Stars & Stripes'
'2006-06-27', 2, 1, 66, 'Barabee'
'2006-06-27', 2, 2, 160, 'Etchells US #88'
'2006-06-27', 2, 3, 693, 'Scat'
'2006-06-27', 3, 1, 233, 'Hitched'
'2006-06-27', 3, 2, 947, 'Tuesday'
'2006-06-27', 3, 3, 358, 'Native Sun'
'2006-06-27', 4, 1, 297, 'Laser #162239'
'2006-06-27', 4, 2, 107, 'Cinc-O-Sink'
'2006-06-27', 4, 3, 52, 'Blue Pearl'
'2006-06-27', 5, 1, 348, 'N/A'
'2006-06-27', 5, 2, 348, 'N/A'
'2006-06-27', 5, 3, 348, 'N/A'
'2006-07-11', 1, 1, 516, 'Tikanga'
'2006-07-11', 1, 2, 56, 'Ballistic'
'2006-07-11', 1, 3, 544, 'Tantivy'
'2006-07-11', 2, 1, 390, 'Perfectly Strange'
'2006-07-11', 2, 2, 137, 'Dance'
'2006-07-11', 2, 3, 427, 'Runner'
'2006-07-11', 3, 1, 358, 'Native Sun'
'2006-07-11', 3, 2, 22, 'Almond Joy'
'2006-07-11', 3, 3, 164, 'Eleanora'
'2006-07-11', 4, 1, 122, 'Dew Flicker'
'2006-07-11', 4, 2, 107, 'Cinc-O-Sink'
'2006-07-11', 4, 3, 297, 'Laser #162239'
'2006-07-11', 5, 1, 348, 'N/A'
'2006-07-11', 5, 2, 348, 'N/A'
'2006-07-11', 5, 3, 348, 'N/A'
'2006-07-25', 1, 1, 452, 'Sydney Anna'
'2006-07-25', 1, 2, 544, 'Tantivy'
'2006-07-25', 1, 3, 162, 'Elwood'
'2006-07-25', 2, 1, 156, 'E Scow #707'
'2006-07-25', 2, 2, 68, 'Barbaree'
'2006-07-25', 2, 3, 171, 'Festivus'
'2006-07-25', 3, 1, 233, 'Hitched'
'2006-07-25', 3, 2, 164, 'Eleanora'
'2006-07-25', 3, 3, 22, 'Almond Joy'
'2006-07-25', 4, 1, 107, 'Cinc-O-Sink'
'2006-07-25', 4, 2, 105, '505 #Can 520'
'2006-07-25', 4, 3, 361, 'Opus'
'2006-07-25', 5, 1, 348, 'N/A'
'2006-07-25', 5, 2, 348, 'N/A'
'2006-07-25', 5, 3, 348, 'N/A'
'2006-08-01', 1, 1, 543, 'Tantivy'
'2006-08-01', 1, 2, 162, 'Elwood'
'2006-08-01', 1, 3, 452, 'Sydney Anna'
'2006-08-01', 2, 1, 693, 'Scat'
'2006-08-01', 2, 2, 68, 'Barbaree'
'2006-08-01', 2, 3, 489, 'Summer Babe'
'2006-08-01', 3, 1, 58, 'Black Magic'
'2006-08-01', 3, 2, 164, 'Eleanora'
'2006-08-01', 3, 3, 243, 'Humerous'
'2006-08-01', 4, 1, 274, 'Johnson 18 #194'
'2006-08-01', 4, 2, 107, 'Cinc-O-Sink'
'2006-08-01', 4, 3, 365, 'O Barquinho'
'2006-08-01', 5, 1, 348, 'N/A'
'2006-08-01', 5, 2, 348, 'N/A'
'2006-08-01', 5, 3, 348, 'N/A'
'2006-08-08', 1, 1, 152, 'Eye Eye'
'2006-08-08', 1, 2, 516, 'Tikanga'
'2006-08-08', 1, 3, 452, 'Sydney Anna'
'2006-08-08', 2, 1, 390, 'Perfectly Strange'
'2006-08-08', 2, 2, 53, 'Blue Jay'
'2006-08-08', 2, 3, 35, 'Airloom'
'2006-08-08', 3, 1, 164, 'Eleanora'
'2006-08-08', 3, 2, 644, '#250'
'2006-08-08', 3, 3, 22, 'Almond Joy'
'2006-08-08', 4, 1, 107, 'Cinc-O-Sink'
'2006-08-08', 4, 2, 274, 'Johnson 18 #194'
'2006-08-08', 4, 3, 365, 'O Barquinho'
'2006-08-08', 5, 1, 397, 'Predator'
'2006-08-08', 5, 2, 190, 'Fangango'
'2006-08-08', 5, 3, 260, 'Invader'
'2006-08-15', 1, 1, 543, 'Tantivy'
'2006-08-15', 1, 2, 452, 'Sydney Anna'
'2006-08-15', 1, 3, 162, 'Elwood'
'2006-08-15', 2, 1, 427, 'Runner'
'2006-08-15', 2, 2, 171, 'Festivus'
'2006-08-15', 2, 3, 693, 'Scat'
'2006-08-15', 3, 1, 358, 'Native Sun'
'2006-08-15', 3, 2, 25, 'Anakena'
'2006-08-15', 3, 3, 599, 'Winkie'
'2006-08-15', 4, 1, 107, 'Cinc-O-Sink'
'2006-08-15', 4, 2, 52, 'Blue Pearl'
'2006-08-15', 4, 3, 365, 'O Barquinho'
'2006-08-15', 5, 1, 348, 'N/A'
'2006-08-15', 5, 2, 348, 'N/A'
'2006-08-15', 5, 3, 348, 'N/A'
'2006-08-22', 1, 1, 452, 'Sydney Anna'
'2006-08-22', 1, 2, 544, 'Tantivy'
'2006-08-22', 1, 3, 162, 'Elwood'
'2006-08-22', 2, 1, 171, 'Fesitvus'
'2006-08-22', 2, 2, 150, 'Dreams'
'2006-08-22', 2, 3, 427, 'Runner'
'2006-08-22', 3, 1, 947, 'Tuesday'
'2006-08-22', 3, 2, 504, 'N/A'
'2006-08-22', 3, 3, 504, 'N/A'
'2006-08-22', 4, 1, 52, 'Blue Pearl'
'2006-08-22', 4, 2, 365, 'O Barquinho'
'2006-08-22', 4, 3, 107, 'Cinc-O-Sink'
'2006-08-22', 5, 1, 348, 'N/A'
'2006-08-22', 5, 2, 348, 'N/A'
'2006-08-22', 5, 3, 348, 'N/A'
'2006-08-29', 1, 1, 452, 'Sydney Anna'
'2006-08-29', 1, 2, 516, 'Tikanga'
'2006-08-29', 1, 3, 544, 'Tantivy'
'2006-08-29', 2, 1, 286, 'Katrinka Finklesplat'
'2006-08-29', 2, 2, 150, 'Dreams'
'2006-08-29', 2, 3, 171, 'Festivus'
'2006-08-29', 3, 1, 610, 'Winter\'s Dream'
'2006-08-29', 3, 2, 947, 'Tuesday'
'2006-08-29', 3, 3, 324, 'Minstral'
'2006-08-29', 4, 1, 107, 'Cinc-O-Sink'
'2006-08-29', 4, 2, 52, 'Blue Pearl'
'2006-08-29', 4, 3, 642, '#194'
'2006-08-29', 5, 1, 348, 'N/A'
'2006-08-29', 5, 2, 348, 'N/A'
'2006-08-29', 5, 3, 348, 'N/A'
'2006-09-05', 1, 1, 452, 'Sydney Anna'
'2006-09-05', 1, 2, 452, 'Shoot the Moon'
'2006-09-05', 1, 3, 516, 'Tikanga'
'2006-09-05', 2, 1, 286, 'Katrinka Finkelspat'
'2006-09-05', 2, 2, 693, 'Scat'
'2006-09-05', 2, 3, 427, 'Runner'
'2006-09-05', 3, 1, 233, 'Hitched'
'2006-09-05', 3, 2, 324, 'Minstral'
'2006-09-05', 3, 3, 22, 'Almond Joy'
'2006-09-05', 4, 1, 275, 'Johnson 18'
'2006-09-05', 4, 2, 365, 'O Barquinho'
'2006-09-05', 4, 3, 52, 'Blue Pearl'
'2006-09-05', 5, 1, 348, 'N/A'
'2006-09-05', 5, 2, 348, 'N/A'
'2006-09-05', 5, 3, 348, 'N/A'
'2006-11-15', 1, 1, 69, 'BraveHeart'
'2006-11-15', 1, 2, 33, 'Artemis'
'2006-11-15', 1, 3, 345, 'Minor Threat'
'2006-11-15', 2, 1, 35, 'Airloom'
'2006-11-15', 2, 2, 390, 'Perfectly Strange'
'2006-11-15', 2, 3, 171, 'Festivus'
'2006-11-15', 3, 1, 164, 'Eleanora'
'2006-11-15', 3, 2, 401, 'Quintessence'
'2006-11-15', 3, 3, 177, 'Figaro'
'2006-11-15', 4, 1, 348, 'N/A'
'2006-11-15', 4, 2, 348, 'N/A'
'2006-11-15', 4, 3, 348, 'N/A'
'2006-11-15', 5, 1, 348, 'N/A'
'2006-11-15', 5, 2, 348, 'N/A'
'2006-11-15', 5, 3, 348, 'N/A'
'2007-05-15', 1, 1, 350, 'Neptune\'s Car'
'2007-05-15', 1, 2, 162, 'Elwood'
'2007-05-15', 1, 3, 452, 'Shoot the Moon'
'2007-05-15', 2, 1, 693, 'Scat'
'2007-05-15', 2, 2, 171, 'Festivus'
'2007-05-15', 2, 3, 507, 'TBird #60'
'2007-05-15', 3, 1, 22, 'Almond Joy'
'2007-05-15', 3, 2, 387, 'Polaris'
'2007-05-15', 3, 3, 358, 'Native Sun'
'2007-05-15', 4, 1, 107, 'Cinc-O-Sink'
'2007-05-15', 4, 2, 52, 'Blue Pearl'
'2007-05-15', 4, 3, 365, 'O Barquinho'
'2007-05-15', 5, 2, 348, 'N/A'
'2007-05-15', 5, 3, 348, 'N/A'
'2007-05-22', 1, 1, 452, 'Sydney Anna'
'2007-05-22', 1, 2, 599, 'Wings'
'2007-05-22', 1, 3, 452, 'Shoot the Moon'
'2007-05-22', 2, 1, 360, 'Norn'
'2007-05-22', 2, 2, 171, 'Festivus'
'2007-05-22', 2, 3, 693, 'Scat'
'2007-05-22', 3, 1, 387, 'Polaris'
'2007-05-22', 3, 2, 164, 'Eleanora'
'2007-05-22', 3, 3, 371, 'Orca'
'2007-05-22', 4, 1, 107, 'Cinc-O-Sink'
'2007-05-22', 4, 2, 52, 'Blue Pearl'
'2007-05-22', 4, 3, 618, 'Yokie'
'2007-05-22', 5, 1, 348, 'N/A'
'2007-05-22', 5, 2, 348, 'N/A'
'2007-05-22', 5, 3, 348, 'N/A'
'2007-05-29', 1, 1, 452, 'Sydney Anna'
'2007-05-29', 1, 2, 162, 'Elwood'
'2007-05-29', 1, 3, 407, 'Re-Quest'
'2007-05-29', 2, 1, 360, 'Norn'
'2007-05-29', 2, 2, 693, 'Scat'
'2007-05-29', 2, 3, 68, 'Barbaree'
'2007-05-29', 3, 1, 650, '#560'
'2007-05-29', 3, 2, 22, 'Almond Joy'
'2007-05-29', 3, 3, 387, 'Polaris'
'2007-05-29', 4, 1, 107, 'Cinc-O-Sink'
'2007-05-29', 4, 2, 52, 'Blue Pearl'
'2007-05-29', 4, 3, 618, 'Yokie'
'2007-05-29', 5, 1, 348, 'N/A'
'2007-05-29', 5, 2, 348, 'N/A'
'2007-05-29', 5, 3, 348, 'N/A'
'2007-06-05', 1, 1, 452, 'Sydney Anna'
'2007-06-05', 1, 2, 140, 'Dangerous When Wet 3'
'2007-06-05', 1, 3, 209, 'Frenzy'
'2007-06-05', 2, 1, 427, 'Runner'
'2007-06-05', 2, 2, 134, 'Distance'
'2007-06-05', 2, 3, 693, 'Scat'
'2007-06-05', 3, 1, 947, 'Tuesday'
'2007-06-05', 3, 2, 95, 'Cal 28'
'2007-06-05', 3, 3, 387, 'Polaris'
'2007-06-05', 4, 1, 618, 'Yokie'
'2007-06-05', 4, 2, 107, 'Cinc-O-Sink'
'2007-06-05', 4, 3, 52, 'Blue Pearl'
'2007-06-05', 5, 1, 348, 'N/A'
'2007-06-05', 5, 2, 348, 'N/A'
'2007-06-05', 5, 3, 348, 'N/A'
'2007-06-12', 1, 1, 494, 'Shrek'
'2007-06-12', 1, 2, 345, 'Minor Threat'
'2007-06-12', 1, 3, 452, 'Sydney Anna'
'2007-06-12', 2, 1, 693, 'Scat'
'2007-06-12', 2, 2, 171, 'Festivus'
'2007-06-12', 2, 3, 68, 'Barbaree'
'2007-06-12', 3, 1, 599, 'Winkie'
'2007-06-12', 3, 2, 387, 'Polaris'
'2007-06-12', 3, 3, 22, 'Almond Joy'
'2007-06-12', 4, 1, 363, 'Overboard'
'2007-06-12', 4, 2, 107, 'Cinc-O-Sink'
'2007-06-12', 4, 3, 52, 'Blue Pearl'
'2007-06-12', 5, 1, 348, 'N/A'
